col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
H,M,0,2,+,301.8486833,35.7183083,72.7497167,1.7812562,T,N,C
H,M,0,2,+,301.849025,35.7183361,72.7498898,1.7810376,T,B,C
H,M,0,2,+,302.0296375,42.6061056,78.6431844,5.3694365,T,S,C
H,M,0,2,+,302.3692,35.7336972,72.9916579,1.4344012,T,S,C
H,M,0,2,+,302.4607542,45.4029,81.1842334,6.6070788,T,S,
H,M,0,2,+,302.7428375,41.3527528,77.8716207,4.2465663,T,S,C
H,M,0,2,+,302.7571083,42.126775,78.5291315,4.6582831,T,S,C
H,M,0,2,+,303.1380042,40.2681806,77.1246559,3.4037845,T,S,C
H,M,0,2,+,303.6267875,37.3538417,74.9010592,1.4793631,T,S,C
H,M,0,2,+,304.529125,40.7320722,78.0986175,2.7806528,T,C,C
H,M,0,2,+,304.7154458,38.2795833,76.149677,1.283328,T,S,C
H,M,0,2,+,304.7854083,39.2733972,77.0017286,1.7982828,T,S,C
H,M,0,2,+,304.8805292,39.0572806,76.8648221,1.6154751,T,S,C
H,M,0,2,+,304.91145,38.3358833,76.2829664,1.1881059,T,S,C
H,M,0,2,+,305.0372375,37.8309167,75.9224994,0.8208214,T,S,C
H,M,0,2,+,306.3421833,40.2169639,78.4600586,1.3534478,T,S,C
H,M,0,2,+,307.6457083,44.3152417,82.3556803,2.9570757,T,S,
H,M,0,2,+,314.1449125,44.924725,85.6966969,-0.299602,T,N,C
H,M,0,2,+,316.9809,33.3970139,78.4363032,-9.5443643,T,S,
H,M,0,2,+,318.1182875,44.5317056,87.2899008,-2.6629175,T,S,C
H,M,0,2,+,317.9509792,59.9866083,98.5202215,7.9851701,T,S,C
H,M,0,2,+,322.2406792,58.739775,99.1666681,5.5525293,T,,C
H,M,0,2,+,324.6095167,56.9737361,98.8943497,3.4002428,T,T,C
H,M,0,2,+,324.740075,57.4890417,99.2903888,3.7383174,T,T,C
H,M,1,2,+,326.2219917,62.4605667,103.1362507,6.9948916,T,,C
H,M,1,2,+,326.9157917,59.700375,101.5989538,4.672726,T,,C
H,M,1,2,+,330.1636083,62.4878,104.5775245,5.869348,T,,C
H,M,0,2,+,332.9108375,52.4299861,99.8471223,-3.1294406,T,,C
H,M,1,2,+,336.718175,63.7180194,107.7297229,5.198351,T,S,C
H,M,1,2,+,343.1273125,62.4405333,109.6519574,2.6756599,T,A,C
H,M,1,2,+,343.9269167,62.3063417,109.9272736,2.3931117,T,A,C
H,M,1,2,+,344.1966417,62.7271111,110.220569,2.7197451,T,A,C
H,M,1,2,+,346.3038667,58.2414833,109.3152797,-1.7939832,T,,C
H,M,1,2,+,347.77895,53.0582333,108.0626304,-6.892631,T,,L
H,M,1,0,+,0.9896,61.1036306,117.2262541,-1.241044,T,,C
H,M,1,0,+,1.0158167,62.2219417,117.4430221,-0.1438683,T,,C
H,M,1,0,+,58.9100833,52.6413194,148.8383609,-0.7084965,T,S,C
H,M,1,0,+,80.1795,37.438675,170.037951,0.27064,T,,A
H,M,1,0,+,81.9006125,34.7552667,173.0383156,-0.0921401,T,S,A
H,M,1,0,+,83.421475,36.4597139,172.2939931,1.8776126,T,,A
H,M,1,0,+,83.9188625,21.4032556,185.2194566,-5.8863127,T,,
H,M,1,0,+,84.8533292,30.8907639,177.6301833,-0.1136511,T,,A
H,M,1,0,+,85.6298333,36.2001417,173.4642532,3.2435175,T,S,A
H,M,1,0,+,88.6863792,13.8547389,194.0743657,-5.8765329,T,,
H,M,1,0,+,91.4685667,48.2492806,164.9726808,12.8935102,T,,
H,M,1,0,+,92.2325875,15.7050528,194.1450236,-1.9811,T,S,
H,M,1,0,+,92.4148917,20.4876278,190.0428324,0.4847721,T,N,G
H,M,1,0,+,96.1598042,19.7044,192.4013123,3.2097957,T,,
H,M,2,0,+,97.836925,4.8344028,206.3357052,-2.2471911,T,N,M
H,M,2,0,+,97.9099833,5.0267722,206.1985008,-2.0938742,T,N,M
H,M,2,0,+,97.9688875,5.0331083,206.219956,-2.0388883,T,N,M
H,M,2,0,+,97.9813292,4.9428528,206.305813,-2.0695109,T,N,M
H,M,2,0,+,98.0436292,4.9666083,206.3133549,-2.0034817,T,N,M
H,M,2,0,+,98.038775,4.8235361,206.4381673,-2.0737287,T,N,M
H,M,2,0,+,98.4623208,4.52545,206.8974455,-1.8363178,T,S,M
H,M,2,0,+,98.5982,2.53415,208.7297145,-2.6310577,T,S,M
H,M,2,0,+,99.1078625,6.0831861,205.809639,-0.5491045,T,C,M
H,M,2,0,+,99.350175,6.1353833,205.8739652,-0.3111187,T,C,M
H,M,2,0,+,99.6591125,1.6135167,210.034922,-2.1105164,T,S,M
H,M,2,0,+,100.4967958,6.3454278,206.2095971,0.7982406,T,,M
H,M,2,0,+,100.66895,1.716175,210.4052765,-1.1658459,T,,M
H,M,1,0,+,13.205025,56.6276361,123.1231301,-6.2436007,A,I,
H,M,1,0,+,13.2057917,56.6276972,123.123554,-6.2435373,A,I,
H,M,1,0,+,13.2064583,56.6268972,123.1239272,-6.2443353,A,I,
H,M,1,0,+,13.203975,56.6252306,123.1225621,-6.2460094,T,I,
H,M,2,0,-,105.0878208,-5.8266528,219.1317483,-0.6798446,T,,
H,M,2,0,-,105.3627,-3.1175778,216.8479666,0.802994,T,,
H,M,2,0,-,106.64985,-12.3939528,225.6786159,-2.3157363,T,S,C
H,M,2,0,-,107.3343708,-10.3465667,224.1684538,-0.7784326,T,I,C
H,M,2,0,-,107.5339542,-11.8027389,225.5510693,-1.2762277,T,S,C
H,M,2,0,-,108.6177208,-10.31625,224.7259416,0.3547722,T,N,C
H,M,1,0,+,14.9482875,63.6078528,123.8603356,0.7511654,T,,C
H,M,2,0,-,109.8754292,-22.0048028,235.6410034,-4.0174872,T,S,C
H,M,2,0,-,110.5085542,-8.9793806,224.4143698,2.6274081,T,R,
H,M,2,0,-,118.0845167,-26.4296361,243.1553275,0.3629584,T,N,P
H,M,2,0,-,118.4091917,-26.2340583,243.1369019,0.7130787,T,N,P
H,M,2,0,-,122.7570125,-37.292375,254.4688654,-2.0230237,T,N,
H,M,2,0,-,123.5158333,-36.9522083,254.517531,-1.3306207,T,,
H,M,2,0,-,123.9523542,-35.6313556,253.6142856,-0.304577,T,A,
H,M,2,0,-,126.2324583,-44.3008361,261.755401,-3.771846,T,,V
H,M,2,0,-,131.2930833,-46.0386806,265.285378,-1.9518256,T,B,V
H,M,2,0,-,131.7566333,-44.0746806,263.9554149,-0.4697436,T,,V
H,M,2,0,-,131.8547375,-36.7507444,258.2891764,4.176824,T,,
H,M,2,0,-,132.5875708,-42.0897972,262.7976475,1.2529535,T,A,V
H,M,2,0,-,133.5025625,-42.4857639,263.5348331,1.5209692,T,R,V
H,M,2,0,-,133.7797667,-47.6075417,267.5781546,-1.6296736,T,,V
H,M,2,0,-,134.3702083,-50.7495028,270.2245484,-3.3707014,T,,
H,M,2,1,-,153.917025,-51.2566889,279.6940725,4.4483993,T,,
H,M,2,1,-,154.7427125,-59.7678611,284.8086032,-2.3733866,T,,
H,M,2,1,-,155.5869917,-59.7554694,285.1587161,-2.1314415,T,,C
H,M,2,1,-,155.935225,-57.6420972,284.1762644,-0.2514593,T,R,C
H,M,2,1,-,158.3011083,-58.1704556,285.5246427,-0.0493134,T,N,C
H,M,2,1,-,158.3762542,-60.1277889,286.5454269,-1.7199298,T,R,C
H,M,2,1,-,158.6943042,-58.1561167,285.6967837,0.0672724,T,L,C
H,M,2,1,-,158.706275,-60.1872389,286.7173792,-1.6889082,T,B,C
H,M,2,1,-,159.3428167,-58.6230028,286.223406,-0.1697632,T,N,C
H,M,2,1,-,159.3456542,-58.6230667,286.2247241,-0.1690928,M,N,C
H,M,2,1,-,159.3276125,-58.6282583,286.2190958,-0.1782309,T,N,C
H,M,2,1,-,159.9036375,-57.4612917,285.9158169,0.9891401,T,,C
H,M,2,1,-,160.0517875,-59.8028056,287.1148226,-1.0236093,T,N,C
H,M,2,1,-,160.8248042,-60.1342472,287.613059,-1.1302347,T,C,C
H,M,2,1,-,160.8139167,-60.2011694,287.6398942,-1.1917821,T,C,C
H,M,2,1,-,160.97655,-59.5492694,287.404677,-0.5783314,O,T,C
H,M,2,1,-,160.989425,-59.547575,287.4096403,-0.5737688,T,T,C
H,M,2,1,-,160.9901583,-59.5481944,287.4102595,-0.574141,O,T,C
H,M,2,1,-,161.0015458,-59.8743056,287.5685689,-0.8593138,T,C,C
H,M,2,1,-,161.0006583,-60.0860722,287.6676829,-1.046462,T,C,C
H,M,2,1,-,160.997725,-60.0870361,287.6668444,-1.0480002,M,C,C
H,M,2,1,-,161.0302792,-59.5751694,287.4408745,-0.5884097,T,T,C
H,M,2,1,-,161.0368333,-59.5762472,287.4443113,-0.5878036,T,T,C
H,M,2,1,-,161.0378333,-59.5764722,287.4448641,-0.5877646,A,T,C
H,M,2,1,-,161.0432875,-59.7197472,287.5145362,-0.7129914,T,T,C
H,M,2,1,-,161.0817292,-59.2830028,287.3269421,-0.3181018,T,T,C
H,M,2,1,-,161.1347333,-59.7419444,287.565662,-0.710999,T,T,C
H,M,2,1,-,161.1405833,-59.7376278,287.5662471,-0.7058046,T,T,C
H,M,2,1,-,161.1510417,-60.0913556,287.7364083,-1.0159701,T,C,C
H,M,2,1,-,161.1828125,-59.3569861,287.4071492,-0.3593421,T,T,C
H,M,2,1,-,161.1876125,-59.5651861,287.5066084,-0.5422675,T,T,C
H,M,2,1,-,161.3009042,-59.7501167,287.643519,-0.6791334,T,T,C
H,M,2,1,-,161.4338417,-59.4078194,287.5439652,-0.3447861,T,T,C
H,M,1,1,+,162.0979667,37.5703028,183.1402898,62.1520242,T,,
H,M,2,1,-,161.7243292,-60.0783111,287.983649,-0.8717416,T,B,C
H,M,2,1,-,161.8026292,-60.0974417,288.0271241,-0.8707812,T,m,C
H,M,2,1,-,162.1573708,-60.2237583,288.2418688,-0.9025126,T,A,C
H,M,2,1,-,162.5062708,-57.8739611,287.3395088,1.2745398,T,,
H,M,2,1,-,163.0970167,-58.7465333,288.0064025,0.6318497,T,R,
H,M,2,1,-,164.1491083,-61.7089639,289.7648724,-1.8088205,T,R,
H,M,2,1,-,165.2102,-62.4095139,290.5110158,-2.2353014,T,R,
H,M,2,1,-,166.2312542,-61.0516083,290.401419,-0.7980697,T,L,C
H,M,2,1,-,166.7490875,-59.6678833,290.0896554,0.574175,T,F,C
H,M,2,1,-,166.8080542,-59.8731028,290.1972799,0.3969345,T,F,C
H,M,2,1,-,166.8867375,-59.9635194,290.2688833,0.3290837,T,R,C
H,M,2,1,-,167.1775833,-57.0658139,289.2842267,3.0587741,T,,
H,M,2,1,-,167.2156833,-60.7594167,290.7272335,-0.3416084,T,R,C
H,M,2,1,-,167.5249625,-60.2491389,290.6724621,0.1880802,T,N,C
H,M,2,1,-,167.6751917,-60.3844861,290.7926842,0.0911263,T,C,C
H,M,2,1,-,167.77565,-61.1179333,291.1153859,-0.5693435,T,A,
H,M,2,1,-,167.9565583,-60.6995111,291.0395428,-0.1485568,T,T,C
H,M,2,1,-,168.632925,-59.0246778,290.7352622,1.533032,T,,C
H,M,2,1,-,168.7990792,-59.4161889,290.957076,1.1993599,T,,C
H,M,2,1,-,171.6537708,-59.4371139,292.3287181,1.6771158,T,,
H,M,2,1,-,172.22575,-62.6527306,293.6133499,-1.2837555,T,R,C
H,M,0,1,+,299.9545958,35.3093139,71.5825864,2.8694811,T,S,C
H,M,0,2,+,300.5904708,35.6749556,72.1666973,2.6218338,T,F,C
H,M,0,2,+,301.1134375,33.7051111,70.7260861,1.2103764,T,S,
H,M,0,2,+,304.2814125,41.9573639,79.0119656,3.6198967,T,S,C
H,M,0,2,+,304.3737625,37.3086472,75.1946423,0.961031,T,S,C
H,M,0,2,+,304.4757875,34.8172306,73.1786589,-0.505275,T,S,
H,M,0,2,+,304.6237167,38.8777111,76.6038573,1.6792546,T,S,C
H,M,0,2,+,304.6967458,36.3405778,74.5392207,0.203093,T,S,C
H,M,0,2,+,305.0891417,38.6999194,76.661881,1.2794367,T,B,C
H,M,0,2,+,305.7949458,40.8749611,78.7596549,2.0719169,T,N,C
H,M,0,2,+,305.845175,40.1562556,78.1919466,1.629152,T,S,C
H,M,0,2,+,305.9965958,39.1042417,77.3969688,0.9301057,T,S,C
H,M,0,2,+,306.0054083,38.5137639,76.9175954,0.5852098,T,N,C
H,M,1,0,+,60.8152167,56.5402361,147.1366916,2.9688884,T,,C
H,M,1,0,+,80.6220917,33.5140083,173.471652,-1.6646511,T,N,A
H,M,1,0,+,80.6670792,33.3192722,173.6535115,-1.7439516,T,N,A
H,M,1,0,+,80.693925,33.4198639,173.5832288,-1.6685456,A,N,A
H,M,1,0,+,96.2554167,19.8489083,192.3150292,3.3566204,T,B,
H,M,1,0,+,96.2579167,19.8484778,192.3165052,3.3585029,M,B,
H,M,2,0,-,142.6552208,-51.6596333,274.4667418,-0.2452733,T,,
H,M,2,1,-,161.2746625,-59.6683111,287.5936837,-0.6129209,T,T,C
H,M,2,1,-,161.1560917,-59.5487333,287.4847973,-0.5351903,T,T,C
H,M,2,1,-,160.8785083,-59.4899444,287.3328703,-0.5494016,T,T,C
H,M,2,1,-,160.796575,-59.7391722,287.4139599,-0.7886868,T,N,C
H,M,2,1,-,162.9698042,-58.976475,288.0492063,0.3965446,T,R,C
H,M,2,1,-,160.6823792,-59.904575,287.4416716,-0.9615614,T,C,C
H,M,2,1,-,160.9333583,-59.8049889,287.5057315,-0.8142497,T,C,C
H,M,2,1,-,161.1228292,-59.9550306,287.6601366,-0.9020952,T,m,C
H,M,2,1,-,161.1884917,-59.9115417,287.6688714,-0.8482691,T,C,C
H,M,2,1,-,161.5237667,-59.8470694,287.7878392,-0.7129417,T,N,C
H,M,2,1,-,161.3919417,-59.9574056,287.7804391,-0.8413529,T,m,C
H,M,2,1,-,161.0461583,-60.0559944,287.6736044,-1.0092469,T,C,C
H,M,2,1,-,161.6377875,-60.0701722,287.941577,-0.884413,T,B,C
H,M,2,1,-,161.8184167,-60.0944361,288.0327373,-0.8644977,M,B,C
H,M,2,1,-,162.0646792,-60.2657667,288.2200204,-0.9608538,T,N,C
H,M,2,1,-,174.4935542,-63.3165167,294.7944672,-1.6113576,T,B,C
H,M,0,1,-,271.3572417,-23.0056528,7.3647582,-0.8511078,T,R,S
H,M,3,1,-,259.8767375,-35.7100389,351.3169055,0.9174996,T,N,
H,M,3,1,-,260.210875,-35.8627694,351.3465797,0.6077967,T,N,
H,M,3,1,-,259.9423167,-36.0978722,351.029435,0.6517692,T,N,
H,M,3,1,-,259.9377083,-36.0963889,351.0285185,0.6556712,A,N,
H,M,3,1,-,259.9539375,-36.1008222,351.0323933,0.6423821,M,N,
H,M,3,1,-,254.7308,-40.2425944,345.2606973,1.4727252,T,C,S
H,M,3,1,-,260.3158083,-37.9859944,349.6497273,-0.6712387,T,S,
H,M,3,1,-,253.558775,-41.8356889,343.4640936,1.1674574,M,N,S
H,M,3,1,-,253.6081583,-41.8321944,343.4899984,1.1410895,T,N,S
H,M,3,1,-,256.3804833,-41.5222556,345.0118924,-0.2967428,T,R,
H,M,3,1,-,247.3298542,-44.4706306,338.4854355,2.845195,T,,A
H,M,3,1,-,251.6389708,-47.0808194,338.5557965,-1.1337895,T,H,A
H,M,3,1,-,253.6762667,-45.2541111,340.8627534,-1.0521681,T,R,A
H,M,0,1,+,296.425475,25.3545694,61.4721192,0.3786909,T,S,V
H,M,0,1,+,296.7614125,24.8487694,61.1877122,-0.1385036,T,,V
H,M,0,1,+,295.4696708,24.3475194,60.1667317,0.6285345,T,,V
H,M,0,1,+,295.5477917,23.4334778,59.408369,0.1132793,T,N,V
H,M,0,1,+,295.7869583,23.3022889,59.4035976,-0.1424348,M,N,V
H,M,0,1,+,295.7782833,23.2701111,59.3717204,-0.151532,T,N,V
H,M,0,1,+,295.7957083,23.2959389,59.4020882,-0.1525654,T,N,V
H,M,0,1,-,270.9180542,-24.3785389,5.97081,-1.173701,M,N,S
I,M,1,0,+,81.968325,34.7828417,173.0463099,-0.030574,T,S,A
L,M,2,0,-,130.1991333,-45.0583944,264.0405516,-1.9501312,T,,V
L,M,0,2,+,304.2729792,41.963025,79.0131717,3.6282589,T,S,C
L,M,0,2,+,308.802675,46.8533667,84.8844338,3.8085766,T,B,C
L,M,0,2,+,308.8273583,46.8341389,84.879087,3.7835509,T,B,C
L,M,1,0,+,82.4276958,35.3750194,172.7612925,0.6103343,T,S,A
M,M,1,0,+,59.8262083,57.2371444,146.2703811,3.1396762,T,A,C
M,M,0,1,-,274.5245625,-12.2425806,18.2514463,1.6839469,T,N,S
M,M,3,1,-,238.4524875,-54.5862889,327.3879205,-0.6154622,M,,N
N,M,1,0,+,70.1552,50.4613778,155.3596117,2.6099185,T,N,
N,M,2,1,-,168.7889708,-61.2672417,291.624272,-0.52729,O,N,
N,M,2,1,-,168.7863,-61.2666528,291.6228618,-0.5272074,O,N,
N,M,2,1,-,168.7812417,-61.262875,291.6192241,-0.5245703,O,N,
N,M,2,1,-,168.7971542,-61.2654528,291.6272886,-0.5241952,O,N,
N,M,2,0,-,129.7896833,-40.4192444,260.1815959,0.6431126,T,R,
P,M,1,0,+,96.8157375,14.8892278,196.9592756,1.5246446,T,,M
P,M,3,1,-,261.1812583,-34.1991556,353.1678786,0.8947086,T,P,
P,M,3,1,-,261.1501458,-34.2334722,353.1250295,0.8966965,M,P,
P,M,3,1,-,261.1907708,-34.1610944,353.2037883,0.9095876,M,N,
P,M,3,1,-,261.1206333,-34.2474111,353.09978,0.9090314,M,N,
P,M,3,1,-,261.1863875,-34.2007556,353.1689393,0.8903004,M,P,
P,M,3,1,-,261.1804708,-34.2122639,353.1566688,0.8878804,T,P,
P,M,3,1,-,261.17625,-34.2225917,353.1461636,0.8849629,M,N,
Q,M,0,1,-,274.7445417,-13.9912361,16.8118502,0.6679837,T,N,S
Q,M,2,1,-,161.0954583,-59.9933194,287.6659707,-0.9423394,T,C,C
S,M,2,1,-,155.8478875,-58.0057778,284.331633,-0.5835565,M,R,C
S,M,1,2,+,348.3934792,61.5040917,111.5346329,0.8170099,T,N,C
S,M,1,2,+,348.3760125,61.5028722,111.5264362,0.8189494,M,S,C
T,M,2,1,-,164.7533542,-61.1472889,289.7887632,-1.1776201,M,R,
T,M,2,1,-,156.4854375,-57.8120833,284.5154722,-0.2393989,M,R,C
T,M,2,1,-,172.7955292,-65.74225,294.8078781,-4.1443553,T,,C
T,M,2,1,-,160.9806417,-59.5468361,287.4053635,-0.5752089,A,T,C
T,M,2,0,+,99.1208458,10.822425,201.605786,1.6399414,T,S,M
T,M,1,0,+,0.5792792,67.427375,118.2309434,5.0050529,T,B,C
T,M,3,1,-,259.56415,-34.00165,352.5687159,2.108506,T,S,
T,M,2,1,-,161.1259083,-59.4369361,287.4189407,-0.4435572,T,T,C
V,M,3,1,-,253.5826875,-41.8359333,343.4751352,1.1534713,M,N,S
V,M,2,0,-,112.223275,-26.108025,240.2816001,-4.0504052,T,S,C
V,M,2,0,-,130.9575375,-46.1191056,265.2040328,-2.1842811,T,,V
V,M,0,1,-,276.5626875,-14.848425,16.8815399,-1.2891801,T,S,S
V,M,2,1,-,161.1971125,-59.7314528,287.5885463,-0.6870245,T,T,C
V,M,2,1,-,161.284275,-59.6804111,287.6036182,-0.6213639,M,T,C
V,M,2,1,-,161.401325,-59.8064917,287.7144928,-0.7055257,M,T,C
V,M,1,0,+,0.4452917,67.5069806,118.1956152,5.0930018,T,B,C
X,M,1,0,+,58.8461583,31.0458444,163.0813526,-17.1361925,T,,P
Y,M,0,2,+,313.0149042,34.6576417,77.2507242,-6.2259633,T,S,
[,M,2,1,-,161.3428167,-59.8464083,287.7070125,-0.7545379,M,N,C
a,M,1,0,+,73.5125458,66.3426611,144.0655901,14.0423732,T,,
d,M,3,1,-,229.2370583,-60.9572556,319.6882133,-2.9112113,T,A,
d,M,2,0,-,83.0016583,-0.2990806,203.8558988,-17.739737,T,C,O
d,M,2,0,-,83.001725,-0.2991417,203.8559886,-17.7397075,A,C,O
i,M,2,0,-,83.8582542,-5.9099,209.5221055,-19.5834699,T,N,O
l,M,1,2,+,332.8774333,59.4145139,103.8279776,2.610799,T,S,C
l,M,1,0,+,83.7844875,9.9341556,195.0518916,-11.9950651,T,C,O
m,M,2,0,-,86.4995625,-32.3064389,237.2861651,-27.1020781,T,N,O
m,M,3,1,-,248.5209292,-44.0453167,339.3796933,2.5126005,T,N,A
s,M,2,0,-,84.6865208,-2.6000694,206.8163271,-17.3360107,T,C,O
t,M,2,0,-,109.6770292,-24.9543833,238.1809329,-5.5429645,T,N,C
t,M,3,1,-,197.0293667,-65.3074944,304.6742617,-2.4921867,T,,C
t,M,2,0,-,83.8185958,-5.3897722,209.0108097,-19.3840945,T,N,O
t,M,2,0,-,83.8454167,-5.4160556,209.0484604,-19.3721664,T,N,O
u,M,2,0,-,82.98275,-7.3015417,210.4356255,-20.9830462,T,S,O
x,M,1,0,+,59.74125,35.7910333,160.3722821,-13.1065358,T,N,P
z,M,0,1,-,249.2897083,-10.5671528,6.2811518,23.5877316,T,S,U
z,M,2,0,-,85.1896958,-1.9425722,206.4521784,-16.5851649,T,C,O
z,M,2,0,-,85.1898792,-1.9432194,206.452865,-16.5853043,T,C,O
z,M,2,0,-,120.8960292,-40.0031472,255.9758756,-4.705686,T,,V
