source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,l,b,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,distance,pm_l_poleski,pm_b_poleski,galactic distance,circular velocity,LSR velocity,mu_l_sol,mu_b_sol,mu_l_rot,mu_b_rot,Peculiar Velocity,peculiar_mu_l,peculiar_mu_b,SpType,Mod_SpType,SpColor,Mass_compact,M_compact_lower,M_compact_upper,Mass_companion,M_companion_lower,M_companion_upper,Name,Trace Time
5.97638291581354E+018,255.986565930179,0.0210494436323643,-37.8441202722809,0.0121382242068648,2.4137032635492,0.0280647594481707,5.02194996973182,0.0213470887392759,0.632735861707566,0.0259488988667727,-60,nan,6.42046976089478,347.754447109881,2.17349242991302,6.57595348358154,6.08858633041382,0.487367153167725,1.58043831639524,5.45935549618426,1.11417346460967,6.9646916981904,221.520589752929,-56.8460984059586,-2.07992113616105,-0.974954593248736,-0.333036617639879,0.0520758327762721,60.9160634716124,7.87231324998519,2.03705222508213,O6Iafcp,xkcd:blue,xkcd:blue,1.96,1.77,2.15,,,,HD 153919,7.02275991685737
