source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,l,b,ruwe,distance_bj,distance_bj_low,distance_bj_high,Name,Mx,Mx_err,Mo,Mo_err,RV,RV_err,Period,Period_err,Spin_period,Spin_period_err,distance_para,pm_l_poleski,pm_b_poleski,galactic distance,circular velocity,LSR velocity,mu_l_sol,mu_b_sol,RV_r_sol,mu_l_rot,mu_b_rot,RV_rot,Peculiar Velocity,Peculiar Radial Velocity,peculiar_mu_l,peculiar_mu_b,Peculiar Velocity 3D,dist_err,SpType,Mod_SpType,SpColor
2033989790047905024,300.09104899633587,0.014430977404117584,32.18973933161206,0.017375720664858818,-2.850743997098801,0.02021029405295849,-4.300169718523636,0.023098601028323174,0.06746486507910339,0.021092984825372696,,,15.064558029174805,68.98602751827119,1.1341894069944143,1.0242297649383545,8.466655000000001,7.374865,10.096501,IGR J20006+3210,,,,,,,,,889.7,4.7,14.82253019890409,-5.158080851424149,0.11136819686971562,9.41274881781569,240.84395809675686,192.62331271690525,0.12969279796998442,-0.18116631544864928,-16.715526090908323,-5.572483038915577,0.014576993409376385,-34.12693905882778,15.968269261659273,,0.284709389521443,0.2779575189089885,,4.634284885807226,early BV or mid BIII,xkcd:black,xkcd:grey
2034031438383765760,298.92639832142635,0.01613403484225273,32.096930318736355,0.021289147436618805,-2.158047594075068,0.020837534219026566,-6.0711257533713265,0.02580876834690571,0.2575299882811361,0.024460982531309128,4.735715389251709,0.5058494210243225,8.358266830444336,68.39194055158187,1.9268933031575586,0.9647663235664368,3.3417725000000003,3.1170286000000003,3.59347,4U 1954+319,,,9.0,4.0,,,1296.6375,,18612.0,,3.883042928997987,-6.299409845170768,-1.3539471681374267,7.584817975233764,238.81799726539035,236.45023771423962,0.3177243449250364,-0.4442435931714961,-16.86755941286106,-6.155233981153934,-0.0347062340468712,15.207277037067806,15.672576232404714,,-0.46190020894187,-0.8749973409190593,,0.36882324225034974,M4 I,xkcd:grey,xkcd:grey
2059383668236814720,299.59029482904185,0.010937962681055069,35.201578765113695,0.013002580031752586,-3.812385175624448,0.014573606662452221,-6.309893239635542,0.017452912405133247,0.44390196847449304,0.014949423260986805,,,8.536617279052734,71.33495940203416,3.0668344499402203,0.9672424793243408,2.1648872,2.0902837,2.2395312,Cyg X-1,21.2,2.2,40.6,7.7,-7.0,5.0,5.5998,0.0001,,,2.252749640729428,-7.3714385326728324,-0.1045341185716774,7.734255594267884,239.0003595099426,236.2291037628645,0.5729638570842474,-0.6543693260618467,-16.724298188528177,-6.041258179416216,-0.06266175982767824,11.38923027039962,20.5157164141105,-1.664932081871445,-1.903144210340864,0.6124969673178475,20.583163479442312,0.07586654322808055,O9.7Iabpvar,xkcd:blue,xkcd:blue
2063791369815322752,308.0636268551211,0.06144415959715843,37.63743239546562,0.07595060020685196,-3.370917952976648,0.08323334902524948,-5.400072973224192,0.09149152785539627,0.3418462523155139,0.08463052660226822,,,16.891359329223633,77.15184001171907,-1.241801183457772,0.9876781702041626,2.2464055,1.8421162,2.8250574,EXO 2030+375,,,17.5,,,,46.0214,0.0005,41.306,0.003,2.9252916866177308,-6.342133523384574,-0.5488336117697298,7.9577672197563265,239.26689494386665,236.76286102148612,0.7048665411339958,-0.7454589819242398,-15.492685150941254,-6.1375734414050624,0.011312672088441786,5.425851082762715,9.882534037467314,,-0.9094266231135082,0.1853126980660682,,0.724211467075547,B0Ve,xkcd:purple,xkcd:green
2065653598916388352,314.6980582988151,0.011033155024051666,41.776979685270454,0.012759363278746605,-2.2095525666212845,0.01521301455795765,-3.351196585258945,0.0173322930932045,0.07752894522296322,0.015234453603625298,,,14.130870819091797,83.56987683360249,-2.655492481981887,1.0024276971817017,8.942419,8.174374,9.664132,GRO J2058+42,,,18.0,,,,55.0,,195.25,0.02,12.898408421836894,-3.9749598405749427,-0.5588697196398714,11.397859969457976,242.65397280419216,170.10125595745563,0.21725910952095592,-0.1952012164057227,-14.356028956859152,-4.5461492287936816,-0.07304304637406986,-93.35646115726068,19.41169354094189,,0.35393027869778315,-0.2906254568600789,,2.5345398947189954,O9.5-B0IV-Ve,xkcd:dark blue,xkcd:blue
2067835682818358400,308.0546693559062,0.011941006407141685,41.4567587500388,0.014621440321207047,-2.8762382942769733,0.017133817076683044,-0.9478946506888151,0.019980531185865402,0.5677534793686149,0.01559421420097351,,,11.277183532714844,80.2238146279451,1.0278993456654848,1.0710746049880981,1.6711115,1.6312898,1.7172421999999998,PSR J2032+4127,,,15.0,2.8,,,17000.0,1000.0,0.14324743146,2e-11,1.7613278233223268,-2.4858584516354987,1.7296701282909832,8.036775450898931,239.35939386901504,237.05301623366304,1.0521168596706625,-0.9248055491033474,-15.370233959859341,-6.12386563905507,-0.0074205968857626835,3.230518863397071,29.39615199576737,,2.5858903277489085,2.6618962742800933,,0.048377551795134144,B0:e/B0:Vn,xkcd:black,xkcd:red
2070085317968809216,310.8277570377428,0.05323758348822594,44.638891277204316,0.05205783620476723,-2.6133344012162185,0.06613888591527939,-4.23233099180295,0.07114925980567932,0.04162604925642393,0.0633568987250328,,,16.563579559326172,83.98370959231536,1.3407233597302817,1.0781673192977905,7.6816357,5.974811,9.595829,,,,,,,,,,,,24.023418457029653,-4.936419930705,-0.6114741077873269,10.59612348358333,241.96247288868176,182.89518668144083,0.25583187504971755,-0.19925254372238396,-14.830865662463326,-4.855665973135637,0.03481685853350189,-70.42311188359717,20.374958246332785,,-0.3365858326190807,-0.44703842259844484,,36.564827010966496,B0-2e,xkcd:green,xkcd:green
2083644392294059520,307.62850374937096,0.014208544977009296,47.86406792934166,0.015089851804077625,-2.7141040155086364,0.019856886938214302,-4.536134376478879,0.01818365603685379,0.41938547226134665,0.015947412699460983,,,9.025330543518066,85.23069069394988,5.047488517939756,1.245266318321228,2.2961274,2.2178083,2.3662458,RX J2030.5+4751,,,14.6,,,,46.02,,,,2.3844412030010287,-5.261899380047558,-0.5052629045642008,8.279742467009521,239.63847080693097,232.024044269599,0.8849835920010147,-0.5787694699921602,-15.06348614911604,-6.041715857578436,0.029791164787085433,-3.7294328528786473,1.239549005277531,,-0.10516711447013716,0.04371540064087398,,0.09066996936450945,B0.5III-Ve,xckd:green,xkcd:green
2162805896614571904,315.8987696922526,0.010842504911124706,45.751532832107685,0.010506173595786095,-3.5054837830048067,0.013726338744163513,-3.159757095149621,0.012575196102261543,0.1308623368949642,0.012947313487529755,,,13.774435997009277,87.13025161063592,-0.6848018984801163,1.090248465538025,6.208102,5.750445,6.6226055,SAX J2103.5+4545,,,17.5,,,,12.66536,0.00088,358.61,0.03,7.641618082998498,-4.696634531165461,0.4627153919227837,9.994580718427247,241.4098018577712,194.45084704362523,0.3434182379215443,-0.263989438525982,-14.031811159588555,-5.055712914354583,-0.017668305839679897,-53.342831038266624,21.909071103064477,,0.015660145267577086,0.7443731362884457,,0.7560496566095254,B0Ve,xkcd:purple,xkcd:green
2178178409188167296,324.87785209104953,0.011529864743351936,56.98621852916199,0.011889285407960415,-2.9640416014718474,0.014118380844593048,-2.2040186769337904,0.014115204103291035,0.1048329214464288,0.012664482928812504,,,13.816205024719238,99.01220859043599,3.3125256362962086,1.0365294218063354,7.2495780000000005,6.6315503,8.022301,Cep X-4,,,10.8,,,,20.85,0.05,65.3508,0.00014,9.53898819380909,-3.6835875154702458,0.2728075501163939,11.716779208172948,242.91612473677606,164.4870285157622,0.37240767194764113,-0.20105690165884715,-12.159872318358461,-3.9213349818125174,0.11931329079583486,-101.83795233246248,13.032590513665356,,-0.1346602056053694,0.3545511609794062,,1.152370376326611,B1-B2Ve,xkcd:light purple,xkcd:green
2201091578667140352,339.8368297959251,0.012457490898668766,61.27405311885465,0.012111427262425423,-2.344283875542537,0.015320876613259315,-1.01527492097991,0.014133349061012268,0.10398616408830161,0.013974317349493504,,,14.104571342468262,107.73443066473111,2.362332253415067,1.104581594467163,7.315116,6.784973,7.9965244,SAX J2239.3+6116,,,17.5,,,,262.0,5.0,1247.2,0.7,9.616663993402364,-2.5448550857789543,0.22397019150880831,12.495267093915905,243.52831801259123,149.12070167678553,0.4161489676516056,-0.20751215803349982,-9.969019657201866,-3.263041342625665,0.09292528470763385,-119.74485336741293,15.731577088907585,,0.3020372891951051,0.3385570648346743,,1.292348031735604,B0Ve,xkcd:purple,xkcd:green
2207277877757956352,343.4796708776849,0.015130958519876003,62.726882349922974,0.016191678121685982,-2.0222920919832523,0.019414423033595085,-0.9491735730230428,0.021341368556022644,0.05969510170980296,0.018092364072799683,,,14.571744918823242,109.92386340874582,2.861557411334844,1.0353317260742188,8.907021,8.0147446,10.286896,2MASS J22535512+6243368,,,,,,,,,46.753,0.003,16.75179321850092,-2.2339517633210306,0.007436140005756668,13.963265196522803,244.58909819129545,132.03254353656695,0.3502681135496508,-0.16902095502844222,-9.473720536951324,-2.771681532365085,0.10922675560358806,-158.06222531146034,8.40808276022216,,0.18746165549440352,0.06723033943061084,,5.077125812679612,B0-1III-Ve,xkcd:green,xkcd:green
2935943990338336000,107.40407113202392,0.015638072043657303,-16.09632779315406,0.01612277701497078,-1.83557676140376,0.01811414211988449,1.3651331368295974,0.01712365448474884,0.3150511705299787,0.02421368472278118,,,9.192802429199219,229.3086037556084,-3.3634337760631268,0.934795081615448,3.0255652,2.7517034,3.337043,MAXI J0709-159,,,,,,,,,,,3.1740875563731477,-2.0619706007996625,-0.9905593216529799,10.3751330119845,241.7630235518973,-142.12489417819387,0.04728213867181301,-0.45803749562581,17.769386641973117,-2.493856914785219,0.15700102508462235,48.7712508928966,11.322832080970244,,0.38460417531374347,-0.6895228511117922,,0.24394880121611565,,xkcd:red,xkcd:grey
3052677318793446016,104.5720297066811,0.011529473587870598,-7.209773385395211,0.011108976788818836,-0.6378130521867398,0.015482977963984013,1.255994695309955,0.013844120316207409,0.15384849037023873,0.01513866987079382,,,11.985233306884766,220.12853955777865,-1.7672780916635629,1.0928692817687988,5.729046,5.274151,6.211357,,,,,,,,,,,,6.499901283356663,-1.4085988917415255,0.01331639482210863,13.060639993432778,243.95036609883778,-96.6820560789503,0.12660030014532053,-0.2604022052422585,17.249233338837787,-1.312568163539073,0.06494779054053883,91.60345636978153,8.288036867691586,,-0.22263102834777304,0.20877080952382826,,0.6395893744857999,O9.7Ve,xkcd:dark blue,xkcd:blue
