source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,l,b,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
168450545792009600,58.84615062234396,0.02955361269414425,31.045836091857545,0.02079164795577526,-1.282117252826291,0.05307381600141525,-1.8690907560201113,0.030308086425065994,1.627402622661778,0.03745640814304352,,,6.261696815490723,163.0813533466715,-17.136203125538678,6.439853668212891,5.930059909820557,0.509793758392334
184497471323752064,80.64680481184236,0.025397874414920807,37.6759929364201,0.01957647316157818,1.3049449567151956,0.04082612693309784,-3.9994793622028038,0.02804887294769287,0.7213697567669315,0.030094077810645103,,,7.2317328453063965,170.05338802722687,0.7103172589013076,7.376429080963135,6.921237945556641,0.45519113540649414
252878401557369088,70.24720739300419,0.011905986815690994,44.53034418647852,0.008385959081351757,0.10064623612212906,0.016362275928258896,-1.186127754569379,0.013658520765602589,0.378823380551682,0.015042701736092567,,,10.40385627746582,159.8470955000755,-1.2700235829277626,10.832097053527832,9.79090690612793,1.0411901473999023
276644757710014976,64.92556123476727,0.012604312971234322,55.999360679043434,0.008108320645987988,-0.4735607216045463,0.01827656850218773,-0.5096656032780096,0.013492867350578308,0.2100882458297216,0.014864281751215458,,,10.766115188598633,149.17651611413766,4.133059262254314,11.439369201660156,9.855047225952148,1.5843219757080078
414196617287885312,18.996040698840275,0.010982572101056576,59.15394486765568,0.012779636308550835,-2.4625832668630094,0.014893881045281887,-0.546486466252775,0.01677328534424305,0.3391933399322079,0.018039019778370857,,,11.412055969238281,126.08000772759438,-3.5676859152271287,11.667165756225586,10.951165199279785,0.7160005569458008
426558460884582016,14.177450998208093,1.8335996866226196,60.71672280471204,2.3911945819854736,,,,,,,,,2.0645833015441895,123.57698659515256,-2.1484240190698634,2.7258431911468506,2.31510853767395,0.4107346534729004
427234969757165952,9.290132580203235,0.008413794450461864,61.36013319063004,0.009818237274885178,-1.7956235405295953,0.010947090573608875,-0.5251300483100196,0.013608978129923344,0.27189066538368456,0.012059882283210754,,,9.454655647277832,121.22141620023214,-1.4641898756122689,9.76897144317627,8.949126243591309,0.8198451995849609
444752973131169664,53.749629724978455,0.013929484412074089,53.17313997828423,0.012730369344353676,-0.26805266659388,0.019742585718631744,0.4401283844933388,0.01982794515788555,0.13434727271763658,0.020151322707533836,,,14.200214385986328,146.05208942276994,-2.1940257086354467,15.475269317626953,13.086570739746094,2.3886985778808594
465628193526364416,40.91843191991435,0.006756731308996677,61.434377668355616,0.008564884774386883,-0.7289798897496916,0.010312550701200962,0.13432816094165279,0.011728739365935326,0.18150880543038156,0.011328215710818768,,,12.386541366577148,135.93415668064728,1.4287879422071408,13.053085327148438,11.57657527923584,1.4765100479125977
465645515129855872,40.131931264833995,0.007332205772399902,61.22933050838676,0.00920911505818367,-0.42343174759612834,0.01132231391966343,-0.2555250178055092,0.011918910779058933,0.37764990611808313,0.012974979355931282,,,10.40222454071045,135.6752737697255,1.0861251738760371,10.956624984741211,9.673550605773926,1.2830743789672852
