source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,l,b,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,distance,galactic distance,circular velocity,GR velocity,pm_l,pm_b,pm_l_rot,pm_b_rot
168450545792009600,58.84615062234396,0.02955361269414425,31.045836091857545,0.02079164795577526,-1.282117252826291,0.05307381600141525,-1.8690907560201113,0.030308086425065994,1.606402622661778,0.03745640814304352,,,6.261696815490723,163.0813533466715,-17.136203125538678,6.439853668212891,5.930059909820557,0.509793758392334,0.6225089438306689,9.070779259737565,223.8221991051486,57.73005563156341,0.2998739750764102,-2.2466420505515643,-0.41974177977474353,-0.40228464945484055
184497471323752064,80.64680481184236,0.025397874414920807,37.6759929364201,0.01957647316157818,1.3049449567151956,0.04082612693309784,-3.9994793622028038,0.02804887294769287,0.7003697567669315,0.030094077810645103,,,7.2317328453063965,170.05338802722687,0.7103172589013076,7.376429080963135,6.921237945556641,0.45519113540649414,1.4278172213149678,9.90931690511838,224.59780831431172,32.90408186115931,4.034945160732326,-1.1907703635148816,-0.129828401297794,0.009899749618565766
252878401557369088,70.24720739300419,0.011905986815690994,44.53034418647852,0.008385959081351757,0.10064623612212906,0.016362275928258896,-1.186127754569379,0.013658520765602589,0.357823380551682,0.015042701736092567,,,10.40385627746582,159.8470955000755,-1.2700235829277626,10.832097053527832,9.79090690612793,1.0411901473999023,2.794674843377278,11.164505890385186,225.64830133598005,58.43411807333186,0.9560106139046501,-0.7092759837376441,-0.43538497578589014,-0.03026681088944409
276644757710014976,64.92556123476727,0.012604312971234322,55.999360679043434,0.008108320645987988,-0.4735607216045463,0.01827656850218773,-0.5096656032780096,0.013492867350578308,0.1890882458297216,0.014864281751215458,,,10.766115188598633,149.17651611413766,4.133059262254314,11.439369201660156,9.855047225952148,1.5843219757080078,5.288536025134652,13.307086696895857,227.20363746243194,73.07233003220047,0.022268318000563104,-0.6953581136542384,-0.7582378694465203,0.11708059389221737
414196617287885312,18.996040698840275,0.010982572101056576,59.15394486765568,0.012779636308550835,-2.4625832668630094,0.014893881045281887,-0.546486466252775,0.01677328534424305,0.3181933399322079,0.018039019778370857,,,11.412055969238281,126.08000772759438,-3.5676859152271287,11.667165756225586,10.951165199279785,0.7160005569458008,3.142743340300753,10.653230860548826,225.23481952872547,143.227976660706,-2.3992767526950365,-0.7787392811514604,-2.5954292913099066,-0.15012200845992857
426558460884582016,14.177450998208093,1.8335996866226196,60.71672280471204,2.3911945819854736,,,,,,,,,2.0645833015441895,123.57698659515256,-2.1484240190698634,2.7258431911468506,2.31510853767395,0.4107346534729004,,,,,0.0,0.0,8.5,-8.5
427234969757165952,9.290132580203235,0.008413794450461864,61.36013319063004,0.009818237274885178,-1.7956235405295953,0.010947090573608875,-0.5251300483100196,0.013608978129923344,0.25089066538368454,0.012059882283210754,,,9.454655647277832,121.22141620023214,-1.4641898756122689,9.76897144317627,8.949126243591309,0.8198451995849609,3.985799943854867,11.101225455818922,225.59812279542413,145.83548265004282,-1.8219690241081707,-0.4247991785920046,-2.7661251630048875,-0.059623320427410656
444752973131169664,53.749629724978455,0.013929484412074089,53.17313997828423,0.012730369344353676,-0.26805266659388,0.019742585718631744,0.4401283844933388,0.01982794515788555,0.11334727271763657,0.020151322707533836,,,14.200214385986328,146.05208942276994,-2.1940257086354467,15.475269317626953,13.086570739746094,2.3886985778808594,8.822444299044896,16.56190737246567,229.15727843775838,64.43160134434765,-0.47438594437707665,0.2013037572482821,-0.6765308228485981,-0.05474841100775025
465628193526364416,40.91843191991435,0.006756731308996677,61.434377668355616,0.008564884774386883,-0.7289798897496916,0.010312550701200962,0.13432816094165279,0.011728739365935326,0.16050880543038157,0.011328215710818768,,,12.386541366577148,135.93415668064728,1.4287879422071408,13.053085327148438,11.57657527923584,1.4765100479125977,6.230187791371582,13.679196654211113,227.44895506614873,96.77149419278038,-0.7182351425525999,-0.18328670023732035,-1.3656355606011206,0.04891393898790728
465645515129855872,40.131931264833995,0.007332205772399902,61.22933050838676,0.00920911505818367,-0.42343174759612834,0.01132231391966343,-0.2555250178055092,0.011918910779058933,0.3566499061180831,0.012974979355931282,,,10.40222454071045,135.6752737697255,1.0861251738760371,10.956624984741211,9.673550605773926,1.2830743789672852,2.8038700777588605,10.686553546368883,225.26234329937708,123.66949608765864,-0.282382184056703,-0.40601450925328175,-1.9197379263647352,0.044858614067691024
