source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,l,b,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,distance,pm_l_poleski,pm_b_poleski,galactic distance,circular velocity,LSR velocity,mu_l_sol,mu_b_sol,mu_l_rot,mu_b_rot,Peculiar Velocity,peculiar_mu_l,peculiar_mu_b,SpType,Mod_SpType,SpColor,Trace Time
184497471323752064,80.64680481184236,0.025397874414920807,37.6759929364201,0.01957647316157818,1.3049449567151956,0.04082612693309784,-3.9994793622028038,0.02804887294769287,0.7213697567669315,0.030094077810645103,nan,nan,7.2317328453063965,170.05338802722687,0.7103172589013076,7.376429080963135,6.921237945556641,0.45519113540649414,1.3862516284046154,4.038422032220199,-1.1789249333274139,9.868215163177801,224.56128708057972,33.03724050675546,2.322547203858686,-1.1721755380409382,-0.1306188566067849,0.009940439865081115,12.133496727382866,1.8464936849682976,-0.01668983515155678,B0 IVpe,xkcd:purple,xkcd:green,-2.1690457634375364
252878401557369088,70.24720739300419,0.011905986815690994,44.53034418647852,0.008385959081351757,0.10064623612212906,0.016362275928258896,-1.186127754569379,0.013658520765602589,0.378823380551682,0.015042701736092567,nan,nan,10.40385627746582,159.8470955000755,-1.2700235829277626,10.832097053527832,9.79090690612793,1.0411901473999023,2.639752590095405,0.9593255549561471,-0.7047859211231655,11.015119773159219,225.5294017486117,59.20502188807201,1.3177498233849931,-0.597587187998077,-0.4438073449784902,-0.030656812265844154,1.434785114595448,0.08538307654964422,-0.07654192085924438,B0e,xkcd:green,xkcd:green,6.4871966954926545
276644757710014976,64.92556123476727,0.012604312971234322,55.999360679043434,0.008108320645987988,-0.4735607216045463,0.01827656850218773,-0.5096656032780096,0.013492867350578308,0.2100882458297216,0.014864281751215458,nan,nan,10.766115188598633,149.17651611413766,4.133059262254314,11.439369201660156,9.855047225952148,1.5843219757080078,4.759904563202022,0.02670675915560328,-0.6952017931699837,12.810032757999913,226.8654620531654,75.83556855602039,0.7629157021820535,-0.3433404950633777,-0.7985036619761263,0.12115839202699431,10.764396229063566,0.06229471894967609,-0.47301969013360023,B1/2I[e],xkcd:green,xkcd:green,-21.402438098253675
414196617287885312,18.996040698840275,0.010982572101056576,59.15394486765568,0.012779636308550835,-2.4625832668630094,0.014893881045281887,-0.546486466252775,0.01677328534424305,0.3391933399322079,0.018039019778370857,nan,nan,11.412055969238281,126.08000772759438,-3.5676859152271287,11.667165756225586,10.951165199279785,0.7160005569458008,2.9481710938070385,-2.3920245855272095,-0.800738525527853,10.505550935625854,225.1118353299879,145.18545631063174,1.197749379234627,-0.5634229362770962,-2.644620505556004,-0.1511493220972492,13.262661170839669,-0.9451534592058328,-0.08616626715350759,B1-2 III/Ve,xkcd:green,xkcd:green,16.039779385350563
426558460884582016,14.177450998208093,1.8335996866226196,60.71672280471204,2.3911945819854736,nan,nan,nan,nan,nan,nan,nan,nan,2.0645833015441895,123.57698659515256,-2.1484240190698634,2.7258431911468506,2.31510853767395,0.4107346534729004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,B0.5IVpe,xkcd:purple,xkcd:green,nan
427234969757165952,9.290132580203235,0.008413794450461864,61.36013319063004,0.009818237274885178,-1.7956235405295953,0.010947090573608875,-0.5251300483100196,0.013608978129923344,0.27189066538368456,0.012059882283210754,nan,nan,9.454655647277832,121.22141620023214,-1.4641898756122689,9.76897144317627,8.949126243591309,0.8198451995849609,3.677948996847052,-1.8178140519374264,-0.4422414945716403,10.870491734584071,225.41280416340064,148.84601654902679,0.934142743735759,-0.4446418257894607,-2.8427897106767976,-0.06013234426507411,1.922506718205155,0.09083291500361224,0.06253267548289451,BN0.5II-III / BN0.7Ib,xkcd:red,xkcd:red,11.919016231866244
444752973131169664,53.749629724978455,0.013929484412074089,53.17313997828423,0.012730369344353676,-0.26805266659388,0.019742585718631744,0.4401283844933388,0.01982794515788555,0.13434727271763658,0.020151322707533836,nan,nan,14.200214385986328,146.05208942276994,-2.1940257086354467,15.475269317626953,13.086570739746094,2.3886985778808594,7.4433963546230135,-0.4757472370713855,0.19806512394601175,15.246797070152677,228.41658713708378,69.86204140982059,0.490706563956873,-0.21377081081802612,-0.7535385861904507,-0.05899033651392215,18.231124932309566,-0.21291521483780784,0.47082627127796006,O8-9Ve,xkcd:dark blue,xkcd:blue,-39.87826020920556
465628193526364416,40.91843191991435,0.006756731308996677,61.434377668355616,0.008564884774386883,-0.7289798897496916,0.010312550701200962,0.13432816094165279,0.011728739365935326,0.18150880543038156,0.011328215710818768,nan,nan,12.386541366577148,135.93415668064728,1.4287879422071408,13.053085327148438,11.57657527923584,1.4765100479125977,5.509374587248629,-0.7167206082424593,-0.18912245821688806,13.033092972257004,227.01875464430518,101.44777357619816,0.6618328532770354,-0.28931468482332157,-1.4551194295251804,0.05081322952339959,2.379228998306617,0.0765659680056856,0.04937899708303392,O9.5Ve,xkcd:dark blue,xkcd:blue,-27.197386499951893
465645515129855872,40.131931264833995,0.007332205772399902,61.22933050838676,0.00920911505818367,-0.42343174759612834,0.01132231391966343,-0.2555250178055092,0.011918910779058933,0.37764990611808313,0.012974979355931282,nan,nan,10.40222454071045,135.6752737697255,1.0861251738760371,10.956624984741211,9.673550605773926,1.2830743789672852,2.647955113451878,-0.279058609498088,-0.4083059784791434,10.55731349418469,225.15512988222542,125.14148357300378,1.3763937827588224,-0.6027230250842298,-1.9523294515554024,0.045239492513842156,4.1701693455948226,0.29687705929849195,0.14917755409124425,B0Ve,xkcd:purple,xkcd:green,-9.576275714888808
511220031584305536,26.750875487648646,0.011500537395477295,61.356572911514526,0.013774354942142963,-1.029427556881088,0.01621834933757782,-0.08166309914192828,0.016919506713747978,0.32796283875254345,0.02165328525006771,nan,nan,11.215371131896973,129.54110404226162,-0.8001119868579849,11.629825592041016,10.599628448486328,1.0301971435546875,3.0491259430600497,-0.9855121261320304,-0.30847334710531277,10.702430954822386,225.27542868600665,136.3058652913444,1.175325068529664,-0.5292864333891744,-2.3422924600071307,-0.033732762415593746,4.5179825629905,0.18145526534543643,0.25454584869945535,B1III-Ve,xkcd:green,xkcd:green,9.337607866994668
